,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
つるつる,0,0,0,1,0,0,0
つれ,2,0,1,3,1,0,1
つん,0,0,1,0,0,0,0
つゝましい,0,0,0,1,0,0,0
つゝましく,0,0,0,2,0,0,0
つゞけ,0,0,0,1,0,0,0
づい,0,0,2,0,0,0,0
て,0,1,12,1,14,0,0
てんで,0,0,0,2,0,0,0
で,0,0,5,10,1,0,0
でき,3,0,0,10,118,0,1
できあがり,0,0,0,0,1,0,0
できる,0,0,0,5,33,0,1
できれ,0,0,0,0,1,0,0
でき上っ,0,0,0,0,2,0,0
とうとう,0,2,22,0,31,2,4
とおい,0,0,0,0,1,0,0
とかく,0,0,2,0,2,0,0
ときたま,0,0,0,0,2,0,0
とく,0,0,0,0,1,0,0
とくに,0,0,3,0,8,0,0
とけ,0,0,0,0,0,0,1
とける,0,0,0,1,0,0,0
としより,0,0,0,1,0,0,0
とっ,1,1,0,10,21,0,7
とても,0,1,0,3,7,0,3
とにかく,0,0,2,0,15,0,0
とぼし,0,1,0,0,0,0,0
とまっ,0,2,0,2,0,0,2
とまり,0,0,0,3,0,0,0
とめ,0,0,0,0,0,0,1
ともかく,0,1,1,0,3,0,0
ともし,0,2,0,0,0,0,0
ともり,0,0,0,1,0,0,0
とやかく,0,0,1,0,0,0,0
とら,0,0,0,1,0,0,1
とり,0,0,0,5,0,0,2
とりだし,0,0,0,1,0,0,1
とりつき,0,0,0,1,0,0,0
とりなす,0,0,0,1,0,0,0
とり出し,0,0,0,0,0,0,1
とり戻そう,0,0,0,0,0,0,1
とり直し,0,0,0,0,0,0,1
とる,0,1,0,2,1,1,1
とれ,0,0,0,1,0,0,0
とんと,0,0,1,0,0,0,0
とんとん,0,0,1,0,0,0,2
どう,2,7,206,40,179,2,22
どうせ,0,2,9,1,9,0,1
どうぞ,0,0,2,0,4,0,2
どぉ,0,0,0,1,0,0,0
どかどか,0,0,0,1,0,0,0
どきっ,0,0,0,0,0,0,1
どきどき,0,0,0,1,0,0,0
どぎまぎ,0,0,0,1,0,0,0
どさり,0,0,2,0,0,0,0
どしどし,0,0,0,1,2,0,0
どしん,0,0,0,0,0,0,1
どす,0,0,0,0,0,0,1
どす黒い,0,0,1,0,0,0,0
どっかり,0,0,0,0,0,0,2
どて,0,0,0,1,0,0,0
どなり,0,0,0,0,0,0,4
どなりつけ,0,0,0,0,0,0,1
どの,1,0,8,1,15,0,0
どもり,0,0,0,1,0,0,0
どやさ,0,0,0,0,1,0,0
どやどや,0,0,1,0,0,0,0
どろどろ,0,0,0,0,1,0,0
どん,0,0,0,0,0,0,3
どんどん,0,0,1,11,1,0,2
どんな,2,0,27,6,20,0,1
どんより,0,0,1,0,1,0,0
な,0,0,1,0,0,0,1
ない,1,15,437,44,362,5,26
なお,0,0,1,0,19,0,4
なおさら,0,0,0,0,1,0,0
なおり,0,0,0,0,0,0,2
なおる,0,0,0,0,0,0,2
なかっ,1,1,122,9,151,1,1
なかなか,0,0,0,0,11,0,3
なかろう,0,0,12,0,16,0,0
ながし,0,0,0,2,0,0,0
ながめ,0,0,0,2,0,0,1
ながれ,0,0,0,2,0,0,0
なき,0,0,2,0,0,0,2
なく,2,7,84,25,67,7,8
なくし,0,1,0,0,0,0,0
なくっ,0,0,14,0,8,0,0
なくなっ,0,0,7,4,10,1,0
なくなり,0,0,0,1,2,0,0
なくなる,0,0,0,0,1,0,0
なくなれ,0,0,0,0,0,1,0
なぐさめ,0,0,0,1,0,0,0
なけ,0,0,0,1,0,0,0
なけりゃ,0,0,1,0,0,0,0
なけれ,0,0,18,0,14,0,0
なさ,0,0,6,0,3,0,0
なさい,0,0,32,14,9,1,1
なさら,0,0,3,0,4,0,0
なさり,0,0,0,0,0,1,0
なさる,0,0,6,0,8,0,0
なさろう,0,0,1,0,0,0,0
なし,0,0,6,0,2,0,1
なす,0,0,0,0,1,0,0
なすっ,0,0,6,2,3,0,0
なすり付け,0,0,1,0,0,0,0
なぜ,1,0,0,6,47,0,1
なっ,4,5,301,76,251,6,26
なつかし,0,0,0,1,0,0,0
なで,0,0,0,1,0,0,0
なびか,1,0,0,0,0,0,0
なまじい,0,0,5,0,1,0,0
なら,1,3,100,2,84,0,1
ならし,0,0,0,0,1,0,0
ならぶ,0,0,0,0,1,0,0
ならべ,0,0,0,1,0,0,0
ならん,0,0,0,9,1,0,1
なり,0,0,30,28,82,7,4
なる,1,7,130,7,122,0,7
なるべく,0,0,25,0,16,0,1
なるほど,0,0,5,1,9,0,0
なれ,0,0,18,4,22,0,1
なれる,0,0,1,0,2,0,0
なろう,0,0,3,0,0,0,0
なん,0,0,0,0,0,0,1
なんぼ,0,0,1,0,0,0,0
に,0,0,7,0,7,0,1
にがにがしく,0,0,0,0,1,0,0
にげ,0,0,0,0,0,0,1
にこにこ,0,0,1,2,0,0,0
にこり,0,0,1,0,0,0,0
にやにや,0,0,5,1,3,0,1
ぬ,0,0,0,2,0,0,0
ぬぎ,0,0,0,1,0,0,0
ぬけ,0,0,0,0,0,1,0
ぬけ出す,0,0,0,0,0,1,0
ぬけ出そう,0,0,0,0,0,1,0
ぬすん,0,1,0,0,0,0,0
ぬらし,0,1,0,0,0,0,0
ぬれ,0,0,0,4,0,0,0
ね,0,1,1,1,0,0,0
ねえ,0,0,2,1,0,0,0
ねがい,0,0,0,0,0,0,3
ねこめ,0,0,0,0,0,0,1
ねぼけ,0,0,0,0,0,0,1
ねむく,0,0,0,1,0,0,0
ねむっ,0,0,0,1,0,0,1
ねむら,0,0,0,0,0,0,1
ねむり,0,0,0,0,0,0,1
の,0,0,0,5,0,7,1
のし,0,0,0,0,1,0,0
のせ,0,0,0,1,0,0,0
のそのそ,0,0,1,0,0,0,1
のぞき,0,0,0,2,0,0,0
のぞきこみ,0,0,0,1,0,0,0
のぞき込ん,0,0,0,0,0,0,1
のぞけ,0,0,0,1,0,0,0
のっ,0,0,1,0,0,0,0
のっそり,0,0,1,0,1,0,0
のばし,0,0,0,1,0,0,0
のべつ,0,0,1,0,0,0,0
のぼり,0,0,0,0,0,1,0
のぼる,0,0,0,0,0,1,0
のぼれ,0,0,0,0,0,1,0
のみ,0,0,0,0,0,0,1
のらくら,0,0,8,0,0,0,0
のん,0,0,0,0,0,0,1
は,0,1,0,22,1,0,1
はい,0,2,0,8,18,0,3
はいら,0,0,0,1,2,0,0
はいり,0,0,0,0,4,0,2
はいり込ま,0,0,0,0,1,0,0
はいり込ん,0,0,0,0,1,0,0
はいる,0,0,0,0,9,1,1
はいろう,0,0,0,0,1,0,0
はかばかしく,0,0,1,0,0,0,0
はかる,0,0,0,1,1,0,0
はきはき,0,0,1,2,0,0,0
はぐり返し,0,0,0,0,1,0,0
はげしい,0,1,0,0,0,0,0
はげしく,0,0,0,1,0,0,1
はじい,0,0,0,0,0,0,1
はじめ,0,1,0,6,0,0,9
はじめて,0,1,0,1,1,0,0
はずれ,0,0,0,0,1,0,0
はずれる,0,0,0,0,1,0,0
はたき,0,0,1,0,0,0,0
はたき落し,0,0,1,0,0,0,0
はたして,0,0,0,0,14,0,0
はたと,0,0,1,0,0,0,0
はたはた,0,0,1,0,0,0,0
はたり,0,0,1,0,1,0,0
はだかっ,0,0,1,0,0,0,0
はっ,0,0,0,9,1,0,0
はっきり,0,1,0,8,2,1,0
はっと,0,0,7,0,5,0,1
はづさ,0,0,0,1,0,0,0
はづれ,0,0,0,3,0,0,0
はて,0,0,0,2,0,1,0
はなし,0,0,0,4,1,0,0
はなしかけ,0,0,0,1,0,0,0
はなはだ,0,0,0,0,1,0,0
はなれ,0,0,0,6,0,0,0
はにかま,0,0,1,0,0,0,0
はねあがっ,0,0,0,1,0,0,1
はねあがり,0,0,0,2,0,0,0
はねあげ,0,0,0,1,0,0,0
はね上り,0,0,0,1,0,0,0
はね起き,0,0,0,1,0,0,0
はびこる,0,0,1,0,0,0,0
はまっ,0,0,0,0,0,0,1
はれ,0,0,0,2,0,0,0
ば,0,0,2,1,8,0,0
ばたっ,0,0,0,0,0,0,1
ばたばた,0,0,0,0,1,0,2
ばたり,0,0,0,2,0,0,0
ばっ,0,0,0,2,0,0,1
ばら撒い,0,0,0,1,0,0,0
ぱ,0,0,0,0,1,0,0
ぱたっ,0,0,0,0,0,0,2
ぱたり,0,0,1,0,1,0,0
ぱちぱち,0,0,2,0,0,0,3
ぱちん,0,0,0,0,0,0,1
ぱっ,0,0,2,3,0,0,4
ぱっちり,0,0,0,1,0,0,0
ひ,0,0,0,16,0,0,0
ひい,0,0,0,1,0,0,3
ひかる,0,0,0,1,0,0,1
ひき,0,0,0,2,0,0,2
ひく,0,0,0,0,0,0,1
ひけ,0,0,0,0,0,0,1
ひざまづい,0,0,0,2,0,0,0
ひそひそ,0,0,0,1,0,0,0
ひそめ,0,0,2,0,0,0,0
ひたし,0,0,0,1,0,0,0
ひたっ,0,0,0,1,0,0,0
ひっそり,0,0,0,0,5,1,1
ひっぱり,0,0,0,1,0,0,0
ひとしきり,0,0,0,0,1,0,0
ひとまず,0,0,0,0,1,0,0
ひとりでに,0,0,0,2,0,0,0
ひどい,0,0,0,5,1,0,3
ひどかっ,0,0,0,1,0,0,0
ひどく,0,0,3,1,2,0,2
ひねくれ,0,0,0,0,1,0,0
ひびく,0,0,0,0,0,0,1
ひやかす,0,0,0,1,1,0,0
ひやひや,0,0,0,0,1,0,0
ひやり,0,0,0,0,1,0,0
ひょい,0,0,0,0,2,0,0
ひょいひょい,0,0,0,0,2,0,0
ひょっと,0,0,0,0,2,0,0
ひょろ長い,0,0,1,0,0,0,0
ひらい,0,0,0,0,0,0,2
ひらき,0,0,0,1,0,0,0
ひらけ,0,0,0,2,0,0,0
ひらっ,0,0,0,1,0,0,0
ひらひら,0,0,0,0,3,0,0
ひらべったく,0,0,0,1,0,0,0
ひらめい,0,0,0,0,1,0,0
ひるがえし,0,0,0,0,1,0,0
ひろ,0,0,0,10,3,0,1
ひろがり,0,0,0,2,0,0,0
ぴかぴか,0,0,0,1,1,0,0
ぴく,0,0,1,0,0,0,0
ぴくぴく,0,0,0,1,0,0,0
ぴしゃ,0,0,0,1,0,0,0
ぴしゃり,0,0,2,0,0,0,0
ぴたっ,0,0,0,3,0,0,2
ぴたり,0,0,8,0,3,0,2
ぴょんぴょん,0,0,0,1,0,0,0
ぴん,0,0,0,1,0,0,0
ふい,0,0,0,1,2,0,0
ふう,0,0,0,1,0,0,0
ふくふく,0,0,0,0,0,0,1
ふくらみ,0,0,0,1,0,0,0
ふさぎ込ん,0,0,0,1,0,0,0
ふっ,0,0,1,2,3,0,2
ふっくら,0,0,3,0,0,0,0
ふと,1,0,2,1,15,2,0
ふみ,0,1,0,0,0,0,1
ふやけ,0,0,1,0,0,0,0
ふら,0,0,0,2,0,0,0
ふらつい,0,0,1,0,0,0,0
ふらふら,0,0,3,1,3,0,0
ふらふらっ,0,0,0,0,0,0,1
ふり,0,1,0,1,0,0,0
ふりあげ,0,0,0,1,0,0,0
ふりうごかし,0,0,0,1,0,0,0
ふりかへっ,0,0,0,8,0,0,0
ふりこめ,0,1,0,0,0,0,0
ふりまわし,0,0,0,0,0,0,1
ふる,0,2,0,1,0,0,0
ふるえ,0,0,0,2,0,0,2
ふるわ,0,1,0,0,0,0,0
ふわふわ,0,0,1,0,0,0,0
ふん,0,0,0,1,0,0,1
ぶっ,0,0,0,2,0,0,0
ぶっつかっ,0,0,0,3,0,0,4
ぶっつけ,0,0,0,0,0,0,3
ぶらぶら,0,0,6,0,3,2,0
ぶら下がっ,0,0,2,0,0,0,0
ぶら下げ,0,0,1,0,0,0,0
ぶら下っ,0,0,1,0,0,1,0
ぶら下り,0,0,0,0,0,1,0
ぶり返し,0,0,1,0,0,0,0
ぶるぶる,0,0,1,0,0,0,4
ぷかぷか,0,0,1,0,0,0,0
ぷつり,0,0,2,0,0,1,0
へ,0,0,0,15,0,0,0
へいへい,0,0,1,0,0,0,0
へどもど,0,0,0,0,1,0,0
へら,0,0,0,1,0,0,0
へる,0,0,0,5,0,0,0
べたべた,0,0,1,0,0,0,0
ほ,0,0,0,1,0,0,0
ほくほく,0,0,0,1,0,0,0
ほしい,0,0,0,1,0,0,0
ほしく,0,0,0,1,0,0,0
ほっ,0,0,0,7,0,0,0
ほっと,0,0,0,1,2,0,1
ほてら,0,0,0,0,0,0,1
ほど近く,0,0,0,0,1,0,0
ほぼ,0,0,0,0,5,0,0
ほめ,0,0,0,1,0,0,0
ほり,0,0,0,2,0,0,0
ほんの,0,0,1,1,0,0,0
ほゞ,0,0,0,1,0,0,0
ぼうっと,0,0,0,3,1,0,1
ぼうと,0,0,0,1,1,0,1
ぼおっと,0,0,0,2,0,0,0
ぼけ,0,0,2,0,0,0,0
ぼっ,0,0,2,2,0,7,0
ぼつぼつ,0,0,1,0,0,0,0
ぼりぼり,0,0,0,0,1,0,0
ぼる,0,0,0,0,1,0,0
ぼろぼろ,0,0,0,0,0,0,1
ぼんやり,0,2,11,28,5,2,2
ぽう,0,0,2,0,0,0,0
ぽうっ,0,0,0,1,0,0,0
ぽかっ,0,0,0,1,0,0,0
ぽかん,0,0,6,0,1,0,0
ぽくぽく,0,0,0,1,0,0,0
ぽたぽた,0,0,0,0,1,0,0
ぽたり,0,0,1,0,0,0,0
ぽっ,0,0,3,0,0,0,0
ぽつねん,0,0,1,0,0,0,0
ぽつぽつ,0,0,2,0,1,0,0
ぽつりぽつり,0,0,0,0,1,0,0
ぽつんぽつん,0,0,0,0,1,0,0
ぽろぽろ,0,0,0,0,1,0,0
ぽろん,0,0,0,0,0,0,1
ぽんぽん,0,0,1,0,0,0,1
ま,0,0,0,0,1,0,0
まあ,0,0,44,6,22,0,0
まい,0,1,0,0,0,0,0
まかり越す,0,0,1,0,0,0,0
まがら,0,0,0,1,0,0,0
まくっ,0,0,0,0,2,0,0
まげ,0,0,0,1,0,0,2
まげて,0,0,0,0,0,0,7
まごつい,0,0,1,0,0,0,0
まごまご,0,0,0,0,1,0,0
まさか,0,0,2,0,2,0,0
まして,0,0,1,0,1,0,1
まじっ,0,1,0,0,0,0,0
ますます,0,0,0,0,7,0,1
まず,0,0,7,0,9,1,1
まぜ,0,0,0,0,0,0,1
また,1,5,20,55,277,1,27
またたく,0,1,0,0,0,0,0
まだ,1,2,93,12,109,0,7
まだまだ,0,0,0,1,1,0,0
まっ,0,0,4,0,0,0,0
まったく,0,0,0,5,1,0,1
まぶし,0,0,0,1,0,0,0
まるい,0,0,0,1,0,0,0
まるく,0,0,0,0,0,0,1
まるで,5,1,42,38,50,3,13
まれ,0,0,0,0,0,0,1
まわっ,0,0,0,0,0,0,2
まわり,0,0,0,0,0,1,1
まんざら,0,0,0,0,1,0,0
み,2,0,68,5,34,0,0
みえ,0,0,0,1,8,0,0
みえる,0,0,0,0,3,0,0
みじかい,0,0,0,0,0,0,1
みせ,0,0,1,1,0,0,0
みせる,0,0,2,0,0,0,0
みつめ,0,0,0,0,0,0,1
みよう,0,0,11,0,7,0,0
みる,0,0,32,2,25,0,0
みれ,0,0,1,0,2,0,0
みろ,0,0,4,0,1,0,0
む,0,0,0,0,1,0,1
むかつい,0,0,1,0,0,0,0
むし,0,0,0,0,0,0,4
むしゃくしゃ,0,0,0,0,0,0,2
むしゃむしゃ,0,0,1,1,0,0,0
むしろ,0,1,0,0,43,0,0
むすん,0,0,0,1,0,0,0
むずかしい,0,0,9,0,8,0,3
むずかしく,0,0,1,0,2,0,0
むずがゆい,0,0,0,0,1,0,0
むずむず,0,0,1,0,0,0,0
むず痒い,0,0,1,0,0,0,0
むっちり,0,0,0,0,1,0,0
むっと,0,0,0,0,0,0,1
むなしく,0,0,0,1,0,0,0
めがけ,0,0,0,0,0,0,1
めくり,1,0,0,0,0,0,1
めくる,1,0,0,0,0,0,0
めぐ,0,0,0,1,0,0,0
めぐり,0,0,0,1,0,0,0
めし,0,0,1,0,0,0,0
めっきり,0,0,1,0,0,0,0
めでとう,0,0,0,0,1,0,0
もう,1,4,130,104,90,5,22
もお,0,0,0,0,1,0,0
もがい,0,0,0,0,0,1,0
もぐもぐ,0,0,0,0,2,0,0
もぐり込み,0,0,0,0,0,0,1
もし,0,0,40,2,38,1,0
もしくは,0,0,7,0,3,0,0
もた,0,0,0,2,6,0,0
もたらし,4,0,0,0,0,0,0
もたれ,0,0,0,0,1,0,0
もち,0,0,0,0,2,0,0
もちろん,1,0,0,2,2,0,1
もっ,0,0,6,11,55,0,7
もったり,0,0,0,1,0,0,0
もっと,0,0,13,12,26,0,1
もっとも,0,1,0,0,22,0,1
もつ,0,0,0,0,2,0,0
もつれ,0,0,0,1,0,0,0
もともと,0,0,0,0,2,0,0
もとより,0,0,0,0,5,0,0
もらい,0,0,0,0,5,0,0
もらう,0,0,0,0,7,0,0
もらおう,0,0,0,0,2,0,0
もらっ,0,0,1,2,13,0,1
もらわ,0,0,0,0,3,0,0
や,0,0,0,1,0,0,0
やうやく,0,0,0,1,0,0,0
やかましい,0,0,1,0,0,0,0
やがて,0,0,29,0,12,2,0
やけ,0,0,0,1,0,0,0
やさしい,0,0,0,3,0,0,0
やさしく,0,0,0,1,0,0,0
やすく,0,0,0,1,0,0,0
やすむ,0,0,0,1,0,0,0
やっ,1,0,7,7,28,1,11
やっと,0,2,0,3,6,0,5
やっぱり,0,0,32,13,7,0,0
やはり,0,1,15,4,13,2,1
やむ,0,0,1,0,8,0,0
やめ,0,0,0,1,0,0,9
やや,0,0,0,0,4,1,0
やら,0,0,0,2,3,0,0
やり,0,0,4,1,22,0,3
やり直し,0,0,0,0,0,0,1
やり込める,0,0,0,0,2,0,0
やり過ごし,0,0,0,0,1,0,0
やる,0,0,9,1,17,0,6
やれ,0,0,0,1,2,0,1
やれる,0,0,0,0,1,0,1
やろう,0,0,3,0,10,1,6
やん,0,1,0,0,0,0,0
ゆい,0,0,0,0,1,0,0
ゆか,0,0,0,0,5,0,0
ゆき,0,0,0,0,6,0,0
ゆく,0,0,0,0,6,0,0
ゆけ,0,0,0,0,1,0,0
ゆっくり,0,0,1,5,3,0,0
ゆらぎ,0,0,0,1,0,0,0
ゆらゆら,0,0,0,0,2,1,0
ゆられ,0,0,0,1,0,0,0
ゆる,0,0,1,0,0,0,0
ゆるい,0,0,0,2,0,0,0
ゆるし,0,0,0,2,0,0,0
ゆれ,0,0,0,3,0,0,0
よ,0,0,1,0,0,0,0
よい,0,3,0,0,1,0,0
よう,0,0,2,2,0,0,0
ようやく,0,0,0,0,9,0,0
ようよう,0,0,1,0,0,0,1
よかっ,0,0,0,3,8,0,3
よかろう,0,0,0,0,4,0,0
よぎっ,1,0,0,0,0,0,0
よく,2,2,57,15,89,0,4
よくよく,0,0,0,0,1,0,0
よけれ,0,0,0,0,1,0,0
よこし,0,0,0,2,0,0,0
よし,0,0,0,1,2,0,0
よしんば,0,0,1,0,0,0,0
よじのぼっ,0,0,0,0,0,1,0
よそよそしい,0,0,0,0,1,0,0
よっ,0,0,12,2,5,0,0
よっく,0,0,0,1,0,0,0
よっぽど,0,0,0,0,4,0,0
よほど,0,0,0,3,11,0,1
よら,0,0,2,0,0,0,0
より,2,1,6,2,8,1,0
よる,0,1,19,1,15,0,0
よれ,0,0,2,0,0,0,0
よろこび,0,0,0,1,0,0,0
よろこん,0,0,0,1,0,0,1
よろしい,0,0,0,0,3,0,0
よろしう,0,0,0,1,0,0,0
よろしく,0,0,1,0,0,0,0
よろめく,0,0,1,0,0,0,0
よろよろ,0,0,0,0,0,0,3
ら,0,0,1,0,7,0,0
らっしゃい,0,0,1,0,0,0,0
らっしゃっ,0,0,0,3,0,0,0
らっしゃる,0,0,0,1,0,0,0
りし,0,0,1,0,5,0,0
りしろ,0,0,1,0,0,0,0
りする,0,0,1,0,0,0,0
りん,0,0,0,1,0,0,0
りんと,0,0,0,1,0,0,1
りんりん,0,0,1,0,0,0,0
れ,0,0,2,0,0,0,0
わ,0,1,2,1,8,0,0
わいわい,0,0,0,0,1,0,0
わかっ,0,1,0,4,0,0,2
わから,0,2,0,9,1,0,6
わかり,0,0,0,7,0,0,0
わかれ,0,0,0,2,0,0,0
わが,0,0,11,0,0,0,1
わくわく,0,0,1,2,0,0,0
わざと,0,0,27,3,20,0,2
わざわざ,0,0,18,0,22,0,0
わたし,0,0,0,1,0,0,0
わたっ,0,0,0,1,0,0,0
わたれ,0,0,0,2,0,0,0
わづか,0,0,0,1,0,0,0
わなわな,0,1,0,0,0,0,0
わめく,0,0,0,0,1,0,0
わらい,0,0,0,0,0,0,4
わらっ,0,0,0,5,0,0,2
わらわ,0,0,0,0,0,0,1
わるい,0,0,7,0,1,0,0
わるかろう,0,0,1,0,0,0,0
わるく,0,0,1,0,2,0,2
われ,0,0,0,0,1,0,0
われる,0,0,0,0,1,0,0
ゐ,0,0,0,137,0,0,0
ゐる,0,0,0,107,0,0,0
ん,0,1,5,2,2,0,0
んで,0,0,2,1,0,0,0
んな,0,0,1,0,0,0,0
カチッ,0,0,0,2,0,0,0
シュッ,0,0,0,0,0,0,1
パチパチパチッ,0,0,0,0,0,0,1
ピカッ,0,0,0,1,0,0,0
ボーボー,0,0,0,0,0,0,1
一,0,0,0,0,2,0,0
一そう,0,0,0,0,0,0,1
一ばん,0,0,0,1,0,0,0
一ぱい,0,0,0,2,0,0,0
一体,0,0,5,2,3,1,0
一向,0,0,6,0,10,0,0
一寸,0,0,44,0,0,0,0
一層,0,2,8,0,4,0,0
一旦,0,0,4,0,5,0,0
一杯,0,0,5,0,2,0,1
一番,0,2,9,1,16,0,0
一見,0,0,1,0,0,0,0
一躍,0,0,1,0,0,0,0
一際,0,0,1,0,0,0,0
丁度,0,2,8,3,1,3,0
上がっ,0,0,3,0,7,0,0
上がり,0,0,0,0,2,0,0
上がり掛ける,0,0,1,0,0,0,0
上がる,0,0,2,0,1,0,0
上がれ,0,0,1,0,0,0,0
上がろう,0,0,1,0,0,0,0
上げ,0,0,22,0,25,0,1
上げる,0,0,10,0,8,0,0
上っ,0,2,17,1,1,0,0
上ら,0,0,1,0,2,0,0
上り,0,0,0,1,1,0,0
上りつめ,0,1,0,0,0,0,0
上り掛け,0,0,1,0,0,0,0
上る,0,2,3,0,4,0,0
下,0,0,3,1,5,0,0
下がっ,0,0,0,0,1,0,0
下げ,0,0,5,1,4,0,2
下さ,0,0,1,0,0,0,0
下さい,0,0,8,8,33,0,0
下さっ,0,0,2,0,0,0,0
下さら,0,0,2,0,2,0,0
下さる,0,0,3,2,3,0,0
下し,0,0,3,0,0,1,0
下す,0,0,1,0,0,0,0
下すっ,0,0,0,0,1,0,0
下り,0,0,9,6,11,0,0
下りる,0,0,3,1,2,0,0
下りろ,0,0,0,0,0,2,0
下る,0,0,2,1,2,0,0
下卑,0,0,0,0,1,0,0
不味い,0,0,1,0,1,0,0
不味かっ,0,0,2,0,0,0,0
不図,0,0,5,0,0,0,0
与え,4,0,19,0,27,0,0
与えよう,0,0,2,0,1,0,0
与える,1,0,6,0,7,0,0
世慣れ,0,0,1,0,0,0,0
並び,0,0,0,0,1,0,0
並べ,0,0,7,0,12,0,0
並ん,0,0,4,0,4,0,0
中,0,0,3,0,0,0,0
中々,0,0,21,0,0,0,0
中る,0,0,3,0,0,0,0
丸い,0,0,3,0,1,0,0
丸く,0,0,2,0,0,0,0
丸め,0,0,1,0,1,0,0
主な,0,0,0,0,1,0,0
乃至,0,0,3,0,0,0,0
久し,2,0,9,0,5,0,0
久しく,0,0,0,0,1,0,0
乏しい,0,0,4,0,4,0,0
乏しかっ,0,0,1,0,0,0,0
乗じ,0,0,1,0,0,0,0
乗せ,0,0,6,1,0,0,0
乗っ,0,0,32,7,4,0,0
乗っけ,0,0,0,1,0,0,0
乗ら,0,0,3,1,1,0,0
乗り,0,0,1,0,0,0,0
乗りつけ,0,0,1,0,0,0,0
乗り付け,0,0,1,0,0,0,0
乗り出し,0,0,0,1,0,0,0
乗り出す,0,0,1,0,0,0,0
乗り切ら,0,0,0,1,0,0,0
乗り回す,0,0,1,0,0,0,0
乗り廻し,0,0,1,0,0,0,0
乗り換え,0,0,2,0,0,0,0
乗り移っ,0,0,0,0,1,0,0
乗り超え,0,0,1,0,0,0,0
乗り込ん,0,0,1,0,0,0,0
乗る,0,0,2,0,4,0,0
乗れ,0,0,1,1,0,0,0
乱し,0,0,1,0,1,0,0
乱れ,0,0,1,0,0,0,0
乱れる,0,0,1,0,0,0,0
乾い,0,0,5,0,0,0,0
乾し,0,0,2,0,0,0,0
了る,0,0,0,0,1,0,0
争う,0,0,3,0,0,0,0
争っ,1,0,1,0,0,0,0
事々しく,0,0,1,0,0,0,0
二つながら,0,0,0,0,1,0,0
云い,0,0,75,0,0,0,32
云い切っ,0,0,2,0,0,0,0
云い募る,0,0,1,0,0,0,0
云い募ろう,0,0,1,0,0,0,0
云い捨て,0,0,1,0,0,0,0
云い放っ,0,0,2,0,0,0,0
云い棄て,0,0,1,0,0,0,0
云う,0,19,384,0,0,6,1
云え,0,2,18,0,0,2,1
云える,0,0,2,0,0,0,0
云おう,0,0,2,0,0,0,0
云っ,0,5,351,17,0,2,6
云は,0,0,0,4,0,0,0
云はう,0,0,0,4,0,0,0
云ひ,0,0,0,73,0,0,0
云ふ,0,0,0,9,0,0,0
云へ,0,0,0,11,0,0,0
云や,0,0,1,0,0,0,0
云わ,0,2,51,0,0,0,2
云わし,0,0,1,0,0,0,0
亘っ,0,0,0,1,0,0,0
些っとも,0,0,1,0,0,0,0
些と,0,0,5,0,0,0,0
些とも,0,0,13,0,3,0,0
亡くし,0,0,1,0,2,0,0
亡くなし,0,0,1,0,0,0,0
亡くなっ,0,0,1,0,9,0,0
亡くなら,0,0,1,0,2,0,0
亡くなり,0,0,0,0,1,0,0
亡くなる,0,0,0,0,3,0,0
交っ,0,0,1,0,1,0,0
享け,0,0,2,0,0,0,0
仄めい,0,0,1,0,0,0,0
今更,0,0,10,0,3,0,0
仕,0,0,1,0,0,0,0
仕上げ,0,0,0,0,0,0,2
仕出かす,0,0,1,0,0,0,0
仕切っ,0,0,1,0,0,0,0
仕切ら,0,0,1,0,0,0,0
仕向け,0,0,0,0,1,0,0
仕掛け,0,0,0,0,2,0,0
仕掛ける,0,0,0,0,2,0,0
仕方ない,0,0,1,1,0,0,0
仕方なかっ,0,0,0,1,0,0,0
仕方なし,0,0,9,0,5,0,0
仕立て,0,0,1,0,1,0,0
仕舞っ,0,0,2,0,0,0,0
仕込ま,0,0,1,0,0,0,0
付,0,0,2,0,0,0,0
付い,0,0,38,0,19,0,0
付か,0,0,20,0,24,0,0
付き,0,0,6,1,10,0,0
付き合っ,0,0,1,0,0,0,0
付く,0,0,8,0,9,0,0
付け,0,0,30,0,10,0,0
付けよう,0,0,0,0,1,0,0
付ける,0,0,7,0,1,0,0
付け入る,0,0,1,0,0,0,0
付け加え,0,0,2,0,9,0,0
付け加える,0,0,0,0,1,0,0
付け足し,0,0,0,0,5,0,0
付け込ん,0,0,2,0,2,0,0
代っ,0,0,1,0,3,0,0
代ら,0,0,0,0,1,0,0
代り,0,0,1,0,0,0,0
代る代る,0,0,0,0,2,0,0
以,0,0,30,0,0,0,0
仰い,0,0,4,0,0,0,0
仰ぎ,0,0,0,1,0,0,0
仰ぐ,0,0,1,0,0,0,0
仰しゃい,0,0,4,0,0,0,0
仰しゃっ,0,0,1,0,0,0,0
仰しゃら,0,0,3,0,0,0,0
仰しゃる,0,0,9,0,0,0,0
仰しゃれ,0,0,1,0,0,0,0
仰っ,0,0,0,2,0,0,0
仰向き,0,0,0,0,1,0,0
仰向く,0,0,1,0,0,0,0
仰山,0,0,0,0,3,0,0
任じ,0,0,1,0,0,0,0
任ずる,0,0,1,0,0,0,0
